lisa_variable,lisa_label,lisa_cluster,count,percentage,indicator,indicator_name,dimension,dimension_name,direction,unit,local_weight,weight,raw_mean,normalized_mean,shortboard_strength
lisa_change_rate_2010_2024_cluster,2010-2024变化率LISA,LH 低值-高邻,424,1.4058355437665782,forest_ratio,D3.2 林地覆盖率,D3,D3 生态状态,positive,比例(0-1),0.8359196240251567,0.2089799060062891,0.419392689193801,0.419392689193801,0.48534104495537517
lisa_change_rate_2010_2024_cluster,2010-2024变化率LISA,LH 低值-高邻,424,1.4058355437665782,npp,D3.3 净初级生产力,D3,D3 生态状态,positive,kgC/m2,0.1003258082615044,0.0250814520653761,0.5023663439700063,0.605275676844849,0.039601036761015784
lisa_change_rate_2010_2024_cluster,2010-2024变化率LISA,LH 低值-高邻,424,1.4058355437665782,slope,D4.1 地形坡度,D4,D4 环境约束,negative,度,0.2482879503227113,0.0620719875806778,3.4246397529682584,0.6997941295674258,0.07453750024454929
lisa_change_rate_2010_2024_cluster,2010-2024变化率LISA,LH 低值-高邻,424,1.4058355437665782,climate_water_stress,D4.2 气候水分亏缺,D4,D4 环境约束,negative,mm,0.2904988745765502,0.0726247186441375,144.42169188247678,0.7835567139158626,0.06287653101709222
lisa_change_rate_2010_2024_cluster,2010-2024变化率LISA,LH 低值-高邻,424,1.4058355437665782,cold_stress,D4.3 低温冷胁迫,D4,D4 环境约束,negative,℃·月,0.4612131751007384,0.1153032937751846,116.41011563786921,0.5343175829966016,0.21477886613472347
lisa_change_rate_2010_2024_cluster,2010-2024变化率LISA,Not significant,20149,66.80702917771883,pop_density,D1.1 人口密度,D1,D1 人类活动,positive,人/km2,0.4433821447143179,0.1108455361785794,55.65641588107896,0.0669093964664155,0.41371571300749804
lisa_change_rate_2010_2024_cluster,2010-2024变化率LISA,Not significant,20149,66.80702917771883,nightlight,D1.2 夜间灯光强度,D1,D1 人类活动,positive,nW/cm2/sr,0.1170714006953689,0.0292678501738422,0.7081499708912273,0.24228697610570862,0.08870652503242821
lisa_change_rate_2010_2024_cluster,2010-2024变化率LISA,Not significant,20149,66.80702917771883,cropland_ratio,D1.3 耕地/农田比例,D1,D1 人类活动,positive,比例(0-1),0.4395464545903131,0.1098866136475782,0.17308079830491344,0.17308079830491344,0.36346940333772737
lisa_change_rate_2010_2024_cluster,2010-2024变化率LISA,Not significant,20149,66.80702917771883,dist_port,D2.1 距边境口岸距离,D2,D2 通达性,negative,km,0.3208624504718436,0.0802156126179609,391.7335412388121,0.7437748934534013,0.08221301555895087
lisa_change_rate_2010_2024_cluster,2010-2024变化率LISA,Not significant,20149,66.80702917771883,dist_city,D2.2 距最近城市/城镇节点距离,D2,D2 通达性,negative,km,0.3930416506974807,0.0982604126743701,149.88533328515112,0.7711960052791995,0.08992949977124108
lisa_change_rate_2010_2024_cluster,2010-2024变化率LISA,Not significant,20149,66.80702917771883,dist_major_road,D2.3 距主要道路距离,D2,D2 通达性,negative,km,0.2860958988306757,0.0715239747076689,99.91426804603476,0.8201248380409322,0.05146154613799288
lisa_change_rate_2010_2024_cluster,2010-2024变化率LISA,Not significant,20149,66.80702917771883,ndvi,D3.1 NDVI,D3,D3 生态状态,positive,无量纲,0.0637545677133387,0.0159386419283346,0.6820310077356065,0.6809913279085701,0.02033825998599533
lisa_change_rate_2010_2024_cluster,2010-2024变化率LISA,Not significant,20149,66.80702917771883,forest_ratio,D3.2 林地覆盖率,D3,D3 生态状态,positive,比例(0-1),0.8359196240251567,0.2089799060062891,0.2705149139765323,0.2705149139765323,0.6097908988406961
lisa_change_rate_2010_2024_cluster,2010-2024变化率LISA,Not significant,20149,66.80702917771883,npp,D3.3 净初级生产力,D3,D3 生态状态,positive,kgC/m2,0.1003258082615044,0.0250814520653761,0.44385605952291096,0.5058522894891762,0.0495757684575703
lisa_change_rate_2010_2024_cluster,2010-2024变化率LISA,Not significant,20149,66.80702917771883,slope,D4.1 地形坡度,D4,D4 环境约束,negative,度,0.2482879503227113,0.0620719875806778,3.1619568390473947,0.7250832572030099,0.06825851457846067
lisa_change_rate_2010_2024_cluster,2010-2024变化率LISA,Not significant,20149,66.80702917771883,climate_water_stress,D4.2 气候水分亏缺,D4,D4 环境约束,negative,mm,0.2904988745765502,0.0726247186441375,170.56773333072329,0.7443719137976388,0.0742596713519433
lisa_change_rate_2010_2024_cluster,2010-2024变化率LISA,Not significant,20149,66.80702917771883,cold_stress,D4.3 低温冷胁迫,D4,D4 环境约束,negative,℃·月,0.4612131751007384,0.1153032937751846,110.60659841549497,0.567543449728413,0.19945465864387074
